id	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	year	higherGeography	country	countryCode	locality	verbatimLocality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF08_2017_6	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF08_2017_6	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF08	RF08	2	2	-5.22308333333333	-35.3541388888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF08_2017_7	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF08_2017_7	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF08	RF08	2	2	-5.22308333333333	-35.3541388888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF08_2017_8	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF08_2017_8	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF08	RF08	2	2	-5.22308333333333	-35.3541388888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF08_2017_9	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF08_2017_9	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF08	RF08	2	2	-5.22308333333333	-35.3541388888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF09_2017_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF09_2017_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF09	RF09	2	2	-5.20647222222222	-35.3650555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF10_2017_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF10_2017_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF10	RF10	3	3	-5.21619444444444	-35.3590833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF10_2017_10	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF10_2017_10	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF10	RF10	3	3	-5.21619444444444	-35.3590833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF10_2017_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF10_2017_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF10	RF10	3	3	-5.21619444444444	-35.3590833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF10_2017_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF10_2017_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF10	RF10	3	3	-5.21619444444444	-35.3590833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF10_2017_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF10_2017_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF10	RF10	3	3	-5.21619444444444	-35.3590833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF10_2017_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF10_2017_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF10	RF10	3	3	-5.21619444444444	-35.3590833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF10_2017_6	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF10_2017_6	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF10	RF10	3	3	-5.21619444444444	-35.3590833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF10_2017_7	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF10_2017_7	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF10	RF10	3	3	-5.21619444444444	-35.3590833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF10_2017_8	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF10_2017_8	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF10	RF10	3	3	-5.21619444444444	-35.3590833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF10_2017_9	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF10_2017_9	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF10	RF10	3	3	-5.21619444444444	-35.3590833333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF11_2017_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF11_2017_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF11	RF11	1	1	-5.22666666666667	-35.35375	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF11_2017_10	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF11_2017_10	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF11	RF11	1	1	-5.22666666666667	-35.35375	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF11_2017_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF11_2017_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF11	RF11	1	1	-5.22666666666667	-35.35375	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF11_2017_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF11_2017_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF11	RF11	1	1	-5.22666666666667	-35.35375	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF11_2017_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF11_2017_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF11	RF11	1	1	-5.22666666666667	-35.35375	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF11_2017_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF11_2017_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF11	RF11	1	1	-5.22666666666667	-35.35375	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF11_2017_6	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF11_2017_6	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF11	RF11	1	1	-5.22666666666667	-35.35375	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF11_2017_7	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF11_2017_7	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF11	RF11	1	1	-5.22666666666667	-35.35375	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF11_2017_8	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF11_2017_8	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF11	RF11	1	1	-5.22666666666667	-35.35375	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF11_2017_9	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF11_2017_9	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF11	RF11	1	1	-5.22666666666667	-35.35375	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF12_2017_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF12_2017_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF12	RF12	2	2	-5.20452777777778	-35.3655555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF12_2017_10	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF12_2017_10	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF12	RF12	2	2	-5.20452777777778	-35.3655555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF12_2017_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF12_2017_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF12	RF12	2	2	-5.20452777777778	-35.3655555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF12_2017_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF12_2017_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF12	RF12	2	2	-5.20452777777778	-35.3655555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF12_2017_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF12_2017_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF12	RF12	2	2	-5.20452777777778	-35.3655555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF12_2017_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF12_2017_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF12	RF12	2	2	-5.20452777777778	-35.3655555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF12_2017_6	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF12_2017_6	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF12	RF12	2	2	-5.20452777777778	-35.3655555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF12_2017_7	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF12_2017_7	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF12	RF12	2	2	-5.20452777777778	-35.3655555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF12_2017_8	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF12_2017_8	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF12	RF12	2	2	-5.20452777777778	-35.3655555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF12_2017_9	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF12_2017_9	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF12	RF12	2	2	-5.20452777777778	-35.3655555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF13_2017_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF13_2017_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF13	RF13	2	2	-5.20741666666667	-35.3694166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF13_2017_10	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF13_2017_10	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF13	RF13	2	2	-5.20741666666667	-35.3694166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF13_2017_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF13_2017_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF13	RF13	2	2	-5.20741666666667	-35.3694166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF13_2017_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF13_2017_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF13	RF13	2	2	-5.20741666666667	-35.3694166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF13_2017_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF13_2017_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF13	RF13	2	2	-5.20741666666667	-35.3694166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF13_2017_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF13_2017_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF13	RF13	2	2	-5.20741666666667	-35.3694166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF13_2017_6	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF13_2017_6	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF13	RF13	2	2	-5.20741666666667	-35.3694166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF13_2017_7	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF13_2017_7	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF13	RF13	2	2	-5.20741666666667	-35.3694166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF13_2017_8	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF13_2017_8	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF13	RF13	2	2	-5.20741666666667	-35.3694166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF13_2017_9	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF13_2017_9	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF13	RF13	2	2	-5.20741666666667	-35.3694166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_risca_2017_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_risca_2017_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	risca	risca	12	12	-5.18583333333333	-35.1866388888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_risca_2017_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_risca_2017_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	risca	risca	12	12	-5.18583333333333	-35.1866388888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_risca_2017_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_risca_2017_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	risca	risca	12	12	-5.18583333333333	-35.1866388888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_risca_2017_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_risca_2017_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	risca	risca	12	12	-5.18583333333333	-35.1866388888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_risca_2017_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_risca_2017_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	risca	risca	12	12	-5.18583333333333	-35.1866388888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_risca_2017_6	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_risca_2017_6	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	risca	risca	12	12	-5.18583333333333	-35.1866388888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_risca_2017_7	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_risca_2017_7	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	risca	risca	12	12	-5.18583333333333	-35.1866388888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_risca_2017_8	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_risca_2017_8	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	risca	risca	12	12	-5.18583333333333	-35.1866388888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_risca_2017_9	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_risca_2017_9	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	risca	risca	12	12	-5.18583333333333	-35.1866388888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI01_2016_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI01_2016_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-14	2016	BrazilianCoast	Brazil	BR	PI01	PI01	14	14	-5.96008333333333	-35.0392777777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI01_2016_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI01_2016_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-14	2016	BrazilianCoast	Brazil	BR	PI01	PI01	14	14	-5.96008333333333	-35.0392777777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI01_2016_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI01_2016_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-14	2016	BrazilianCoast	Brazil	BR	PI01	PI01	14	14	-5.96008333333333	-35.0392777777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI01_2016_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI01_2016_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-14	2016	BrazilianCoast	Brazil	BR	PI01	PI01	14	14	-5.96008333333333	-35.0392777777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI01_2016_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI01_2016_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-14	2016	BrazilianCoast	Brazil	BR	PI01	PI01	14	14	-5.96008333333333	-35.0392777777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI01_2016_6	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI01_2016_6	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-14	2016	BrazilianCoast	Brazil	BR	PI01	PI01	14	14	-5.96008333333333	-35.0392777777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI01_2016_7	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI01_2016_7	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-14	2016	BrazilianCoast	Brazil	BR	PI01	PI01	14	14	-5.96008333333333	-35.0392777777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI01_2016_8	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI01_2016_8	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-14	2016	BrazilianCoast	Brazil	BR	PI01	PI01	14	14	-5.96008333333333	-35.0392777777778	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI02_2016_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:pirangi_PI02_2016_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	2016-12-14	2016	BrazilianCoast	Brazil	BR	PI02	PI02	18	18	-5.95016666666667	-35.0369166666667	decimal degrees
