id	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	year	higherGeography	country	countryCode	locality	verbatimLocality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF01_2016_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF01_2016_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF01	RF01	2	2	-5.22488888888889	-35.3424166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF01_2016_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF01_2016_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF01	RF01	2	2	-5.22488888888889	-35.3424166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF01_2016_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF01_2016_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF01	RF01	2	2	-5.22488888888889	-35.3424166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF01_2016_6	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF01_2016_6	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF01	RF01	2	2	-5.22488888888889	-35.3424166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF01_2016_7	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF01_2016_7	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF01	RF01	2	2	-5.22488888888889	-35.3424166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF01_2016_8	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF01_2016_8	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF01	RF01	2	2	-5.22488888888889	-35.3424166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF01_2016_9	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF01_2016_9	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF01	RF01	2	2	-5.22488888888889	-35.3424166666667	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF02_2016_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF02_2016_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF02	RF02	1	1	-5.22469444444444	-35.3461111111111	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF02_2016_10	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF02_2016_10	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF02	RF02	1	1	-5.22469444444444	-35.3461111111111	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF02_2016_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF02_2016_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF02	RF02	1	1	-5.22469444444444	-35.3461111111111	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF02_2016_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF02_2016_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF02	RF02	1	1	-5.22469444444444	-35.3461111111111	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF02_2016_6	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF02_2016_6	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF02	RF02	1	1	-5.22469444444444	-35.3461111111111	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF02_2016_7	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF02_2016_7	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF02	RF02	1	1	-5.22469444444444	-35.3461111111111	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF02_2016_8	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF02_2016_8	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF02	RF02	1	1	-5.22469444444444	-35.3461111111111	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF02_2016_9	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF02_2016_9	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF02	RF02	1	1	-5.22469444444444	-35.3461111111111	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF03_2016_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF03_2016_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF03	RF03	3	3	-5.22052777777778	-35.3455555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF03_2016_10	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF03_2016_10	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF03	RF03	3	3	-5.22052777777778	-35.3455555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF03_2016_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF03_2016_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF03	RF03	3	3	-5.22052777777778	-35.3455555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF03_2016_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF03_2016_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF03	RF03	3	3	-5.22052777777778	-35.3455555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF03_2016_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF03_2016_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF03	RF03	3	3	-5.22052777777778	-35.3455555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF03_2016_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF03_2016_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF03	RF03	3	3	-5.22052777777778	-35.3455555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF03_2016_6	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF03_2016_6	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF03	RF03	3	3	-5.22052777777778	-35.3455555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF03_2016_7	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF03_2016_7	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF03	RF03	3	3	-5.22052777777778	-35.3455555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF03_2016_8	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF03_2016_8	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF03	RF03	3	3	-5.22052777777778	-35.3455555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF03_2016_9	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF03_2016_9	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF03	RF03	3	3	-5.22052777777778	-35.3455555555556	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2016_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2016_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF04	RF04	6	6	-5.22291666666667	-35.3393611111111	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2016_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2016_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2016	BrazilianCoast	Brazil	BR	RF04	RF04	6	6	-5.22291666666667	-35.3393611111111	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2017_10	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2017_10	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF04	RF04	3	3	-5.22422222222222	-35.3423888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2017_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2017_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF04	RF04	6	6	-5.22291666666667	-35.3393611111111	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2017_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2017_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF04	RF04	3	3	-5.22422222222222	-35.3423888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2017_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2017_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF04	RF04	3	3	-5.22422222222222	-35.3423888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2017_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2017_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF04	RF04	3	3	-5.22422222222222	-35.3423888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2017_6	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2017_6	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF04	RF04	3	3	-5.22422222222222	-35.3423888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2017_7	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2017_7	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF04	RF04	3	3	-5.22422222222222	-35.3423888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2017_8	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2017_8	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF04	RF04	3	3	-5.22422222222222	-35.3423888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2017_9	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF04_2017_9	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF04	RF04	3	3	-5.22422222222222	-35.3423888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF05_2017_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF05_2017_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF05	RF05	2	2	-5.2085	-35.3668888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF05_2017_10	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF05_2017_10	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF05	RF05	2	2	-5.2085	-35.3668888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF05_2017_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF05_2017_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF05	RF05	2	2	-5.2085	-35.3668888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF05_2017_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF05_2017_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF05	RF05	2	2	-5.2085	-35.3668888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF05_2017_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF05_2017_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF05	RF05	2	2	-5.2085	-35.3668888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF05_2017_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF05_2017_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF05	RF05	2	2	-5.2085	-35.3668888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF05_2017_6	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF05_2017_6	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF05	RF05	2	2	-5.2085	-35.3668888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF05_2017_7	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF05_2017_7	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF05	RF05	2	2	-5.2085	-35.3668888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF05_2017_8	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF05_2017_8	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF05	RF05	2	2	-5.2085	-35.3668888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF05_2017_9	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF05_2017_9	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF05	RF05	2	2	-5.2085	-35.3668888888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF06_2017_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF06_2017_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF06	RF06	2	2	-5.22761111111111	-35.3424138888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF06_2017_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF06_2017_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF06	RF06	2	2	-5.22761111111111	-35.3424138888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF06_2017_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF06_2017_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF06	RF06	2	2	-5.22761111111111	-35.3424138888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF06_2017_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF06_2017_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF06	RF06	2	2	-5.22761111111111	-35.3424138888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF06_2017_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF06_2017_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF06	RF06	2	2	-5.22761111111111	-35.3424138888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF07_2017_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF07_2017_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF07	RF07	4	4	-5.20727777777778	-35.3624333333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF07_2017_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF07_2017_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF07	RF07	4	4	-5.20727777777778	-35.3624333333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF07_2017_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF07_2017_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF07	RF07	4	4	-5.20727777777778	-35.3624333333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF07_2017_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF07_2017_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF07	RF07	4	4	-5.20727777777778	-35.3624333333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF07_2017_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF07_2017_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF07	RF07	4	4	-5.20727777777778	-35.3624333333333	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF08_2017_1	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF08_2017_1	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF08	RF08	2	2	-5.22308333333333	-35.3541388888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF08_2017_10	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF08_2017_10	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF08	RF08	2	2	-5.22308333333333	-35.3541388888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF08_2017_2	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF08_2017_2	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF08	RF08	2	2	-5.22308333333333	-35.3541388888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF08_2017_3	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF08_2017_3	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF08	RF08	2	2	-5.22308333333333	-35.3541388888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF08_2017_4	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF08_2017_4	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF08	RF08	2	2	-5.22308333333333	-35.3541388888889	decimal degrees
BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF08_2017_5	BR:ReefSYN:RioGrandeDoNorte_benthos_monitoring:BrazilianCoast:parrachos_de_rio_do_fogo_RF08_2017_5	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	10	NA	2017	BrazilianCoast	Brazil	BR	RF08	RF08	2	2	-5.22308333333333	-35.3541388888889	decimal degrees
