id	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	island	country	countryCode	locality	verbatimCoordinateSystem	decimalLatitude	decimalLongitude	geodeticDatum
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT2Q11LDI_2017_unica_T2_Q11	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT2Q11LDI_2017_unica_T2_Q11	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT2Q1LDI_2017_unica_T2_Q1	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT2Q1LDI_2017_unica_T2_Q1	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT2Q2LDI_2017_unica_T2_Q2	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT2Q2LDI_2017_unica_T2_Q2	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT2Q3LDI_2017_unica_T2_Q3	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT2Q3LDI_2017_unica_T2_Q3	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT2Q4LDI_2017_unica_T2_Q4	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT2Q4LDI_2017_unica_T2_Q4	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT2Q5LDI_2017_unica_T2_Q5	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT2Q5LDI_2017_unica_T2_Q5	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT2Q6LDI_2017_unica_T2_Q6	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT2Q6LDI_2017_unica_T2_Q6	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT2Q7LDI_2017_unica_T2_Q7	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT2Q7LDI_2017_unica_T2_Q7	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT2Q8LDI_2017_unica_T2_Q8	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT2Q8LDI_2017_unica_T2_Q8	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT2Q9LDI_2017_unica_T2_Q9	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT2Q9LDI_2017_unica_T2_Q9	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q10LDI_2017_unica_T3_Q10	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q10LDI_2017_unica_T3_Q10	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q11LDI_2017_unica_T3_Q11	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q11LDI_2017_unica_T3_Q11	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q1LDI_2017_unica_T3_Q1	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q1LDI_2017_unica_T3_Q1	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q2LDI_2017_unica_T3_Q2	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q2LDI_2017_unica_T3_Q2	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q3LDI_2017_unica_T3_Q3	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q3LDI_2017_unica_T3_Q3	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q4LDI_2017_unica_T3_Q4	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q4LDI_2017_unica_T3_Q4	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q5LDI_2017_unica_T3_Q5	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q5LDI_2017_unica_T3_Q5	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q6LDI_2017_unica_T3_Q6	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q6LDI_2017_unica_T3_Q6	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q7LDI_2017_unica_T3_Q7	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q7LDI_2017_unica_T3_Q7	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q8LDI_2017_unica_T3_Q8	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q8LDI_2017_unica_T3_Q8	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q9LDI_2017_unica_T3_Q9	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017_noronhalaje_dois_irmaos2017fundoT3Q9LDI_2017_unica_T3_Q9	BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2017	Photoquadrats 50 X 50cm	0.25	square meter	10	2017	Fernando de Noronha	Brazil	BR	Laje Dois Irmãos	decimal degrees	-3.846539	-32.440569000000004	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT1Q1PS_2018_RASO_T1_Q1	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT1Q1PS_2018_RASO_T1_Q1	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT1Q2PS_2018_RASO_T1_Q2	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT1Q2PS_2018_RASO_T1_Q2	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT1Q3PS_2018_RASO_T1_Q3	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT1Q3PS_2018_RASO_T1_Q3	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT1Q4PS_2018_RASO_T1_Q4	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT1Q4PS_2018_RASO_T1_Q4	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT1Q5PS_2018_RASO_T1_Q5	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT1Q5PS_2018_RASO_T1_Q5	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT1Q6PS_2018_RASO_T1_Q6	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT1Q6PS_2018_RASO_T1_Q6	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT1Q7PS_2018_RASO_T1_Q7	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT1Q7PS_2018_RASO_T1_Q7	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT1Q8PS_2018_RASO_T1_Q8	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT1Q8PS_2018_RASO_T1_Q8	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT1Q9PS_2018_RASO_T1_Q9	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT1Q9PS_2018_RASO_T1_Q9	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q10PS_2018_RASO_T2_Q10	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q10PS_2018_RASO_T2_Q10	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q11PS_2018_RASO_T2_Q11	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q11PS_2018_RASO_T2_Q11	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q1PS_2018_RASO_T2_Q1	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q1PS_2018_RASO_T2_Q1	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q2PS_2018_RASO_T2_Q2	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q2PS_2018_RASO_T2_Q2	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q3PS_2018_RASO_T2_Q3	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q3PS_2018_RASO_T2_Q3	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q4PS_2018_RASO_T2_Q4	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q4PS_2018_RASO_T2_Q4	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q5PS_2018_RASO_T2_Q5	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q5PS_2018_RASO_T2_Q5	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q6PS_2018_RASO_T2_Q6	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q6PS_2018_RASO_T2_Q6	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q7PS_2018_RASO_T2_Q7	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q7PS_2018_RASO_T2_Q7	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q8PS_2018_RASO_T2_Q8	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q8PS_2018_RASO_T2_Q8	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q9PS_2018_RASO_T2_Q9	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT2Q9PS_2018_RASO_T2_Q9	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT3Q1PS_2018_RASO_T3_Q1	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT3Q1PS_2018_RASO_T3_Q1	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT3Q2PS_2018_RASO_T3_Q2	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT3Q2PS_2018_RASO_T3_Q2	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT3Q3PS_2018_RASO_T3_Q3	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT3Q3PS_2018_RASO_T3_Q3	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT3Q4PS_2018_RASO_T3_Q4	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT3Q4PS_2018_RASO_T3_Q4	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT3Q5PS_2018_RASO_T3_Q5	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT3Q5PS_2018_RASO_T3_Q5	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT3Q6PS_2018_RASO_T3_Q6	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT3Q6PS_2018_RASO_T3_Q6	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT3Q7PS_2018_RASO_T3_Q7	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT3Q7PS_2018_RASO_T3_Q7	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT3Q8PS_2018_RASO_T3_Q8	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT3Q8PS_2018_RASO_T3_Q8	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT3Q9PS_2018_RASO_T3_Q9	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018_noronhaponta_da_sapata2018rasoT3Q9PS_2018_RASO_T3_Q9	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2018	Photoquadrats 50 X 50cm	0.25	square meter	10	2018	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2013_noronhaponta_da_sapata2013rasoT1Q10PS_2013_RASO_T1_Q10	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2013_noronhaponta_da_sapata2013rasoT1Q10PS_2013_RASO_T1_Q10	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2013_noronhaponta_da_sapata2013rasoT1Q11PS_2013_RASO_T1_Q11	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2013_noronhaponta_da_sapata2013rasoT1Q11PS_2013_RASO_T1_Q11	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2013_noronhaponta_da_sapata2013rasoT1Q1PS_2013_RASO_T1_Q1	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2013_noronhaponta_da_sapata2013rasoT1Q1PS_2013_RASO_T1_Q1	BR:PELD-ILOC:Noronha_Ponta_da_Sapata_2013	Photoquadrats 50 X 50cm	0.25	square meter	10	2013	Fernando de Noronha	Brazil	BR	Ponta da Sapata	decimal degrees	-3.874792	-32.474316	WGS84
