id	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	year	eventRemarks	higherGeography	country	countryCode	locality	verbatimLocality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_VIdeo2_377	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_VIdeo2_377	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-18	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	1	7	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_367	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_367	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-18	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	8	15	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_369	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_369	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-18	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	8	15	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_371	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_371	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-18	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	8	15	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_373	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_373	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-18	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	1	7	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_376	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_376	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-18	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	1	7	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_378	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_378	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-18	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	1	7	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_760	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_760	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-17	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	8	15	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_761	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_761	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-17	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	8	15	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_363	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_363	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-17	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	8	15	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_368	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_368	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-18	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	8	15	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_370	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_370	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-18	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	8	15	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_372	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_372	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-18	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	8	15	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_374	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_374	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-18	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	1	7	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_379	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_379	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-18	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	1	7	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_762	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_762	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-17	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	8	15	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video3_364	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video3_364	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-17	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	8	15	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video3_375	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video3_375	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-18	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	1	7	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video3_769	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video3_769	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-17	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	8	15	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video4_365	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video4_365	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-17	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	8	15	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video4_366	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video4_366	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-17	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	8	15	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video5_770	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video5_770	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2013-04-17	2013	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	ana_cristina	ana_cristina	8	15	-0.869867	-44.264283	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_632	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_632	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2010-04-17	2010	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	anequim	anequim	1	7	-22.980484	-41.984482	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_633	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_633	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2010-04-18	2010	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	anequim	anequim	8	15	-22.980484	-41.984482	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_634	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_634	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2010-04-17	2010	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	anequim	anequim	1	7	-22.980484	-41.984482	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_635	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_635	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2010-04-18	2010	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	anequim	anequim	8	15	-22.980484	-41.984482	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_636	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_636	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2010-04-17	2010	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	anequim	anequim	8	15	-22.980484	-41.984482	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_637	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_637	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2010-04-18	2010	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	anequim	anequim	8	15	-22.980484	-41.984482	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video2_655	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video2_655	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2010-04-17	2010	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	anequim	anequim	1	7	-22.980484	-41.984482	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video2_656	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video2_656	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2010-04-18	2010	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	anequim	anequim	8	15	-22.980484	-41.984482	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video2_657	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video2_657	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2010-04-17	2010	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	anequim	anequim	1	7	-22.980484	-41.984482	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video3_671	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video3_671	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2010-04-17	2010	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	anequim	anequim	1	7	-22.980484	-41.984482	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video3_672	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video3_672	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2010-04-17	2010	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	anequim	anequim	1	7	-22.980484	-41.984482	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video4_682	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video4_682	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2010-04-17	2010	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	anequim	anequim	1	7	-22.980484	-41.984482	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video4_683	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video4_683	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2010-04-18	2010	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	anequim	anequim	8	15	-22.980484	-41.984482	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video4_684	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video4_684	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2010-04-17	2010	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	anequim	anequim	1	7	-22.980484	-41.984482	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video4_685	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video4_685	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2010-04-18	2010	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	anequim	anequim	8	15	-22.980484	-41.984482	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video4_686	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video4_686	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2010-04-18	2010	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	anequim	anequim	8	15	-22.980484	-41.984482	decimal degrees
