id	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	year	eventRemarks	higherGeography	country	countryCode	locality	verbatimLocality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_383	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_383	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-21	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	8	15	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_384	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_384	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-24	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	1	7	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_387	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_387	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-24	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	1	7	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_391	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_391	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-24	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	1	7	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_394	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_394	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-24	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	1	7	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_397	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_397	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-24	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	1	7	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_402	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_402	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-21	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	8	15	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_382	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_382	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-21	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	8	15	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_385	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_385	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-24	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	1	7	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_388	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_388	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-24	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	1	7	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_392	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_392	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-24	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	1	7	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_395	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_395	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-24	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	1	7	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_398	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_398	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-24	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	1	7	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_399	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_399	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-21	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	8	15	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_403	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_403	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-21	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	8	15	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_386	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_386	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-24	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	1	7	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_389	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_389	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-24	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	1	7	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_393	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_393	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-24	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	1	7	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_396	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_396	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-24	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	1	7	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_400	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_400	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-21	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	8	15	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_404	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_404	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-21	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	8	15	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_406	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_406	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-21	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	8	15	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video4_390	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video4_390	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-24	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	1	7	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video4_401	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video4_401	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-21	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	8	15	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video4_405	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video4_405	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-21	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	8	15	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video4_407	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video4_407	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-21	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	8	15	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video5_408	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video5_408	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-21	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	8	15	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video6_409	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video6_409	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	2014-02-21	2014	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	escalvada	escalvada	8	15	-20.699631	-40.407589	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video1_478	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video1_478	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	NA	2012	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	farol_da_barra	farol_da_barra	1	7	-13.008333	-38.530833	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video2_472	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video2_472	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	NA	2012	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	farol_da_barra	farol_da_barra	1	7	-13.008333	-38.530833	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video2_479	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video2_479	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	NA	2012	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	farol_da_barra	farol_da_barra	1	7	-13.008333	-38.530833	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video3_470	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video3_470	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	NA	2012	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	farol_da_barra	farol_da_barra	1	7	-13.008333	-38.530833	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video3_473	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video3_473	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	NA	2012	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	farol_da_barra	farol_da_barra	1	7	-13.008333	-38.530833	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video3_480	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video3_480	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	NA	2012	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	farol_da_barra	farol_da_barra	1	7	-13.008333	-38.530833	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video4_474	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video4_474	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	NA	2012	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	farol_da_barra	farol_da_barra	1	7	-13.008333	-38.530833	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video4_481	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video4_481	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	NA	2012	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	farol_da_barra	farol_da_barra	1	7	-13.008333	-38.530833	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video5_475	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video5_475	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	NA	2012	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	farol_da_barra	farol_da_barra	1	7	-13.008333	-38.530833	decimal degrees
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video5_482	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video5_482	Photoquadrats - 0.25 x 0.25 m	0.0625	squared meters	5	NA	2012	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Names listed in 'recordedBy' are of people who collected data and/or analyzed photos. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	farol_da_barra	farol_da_barra	1	7	-13.008333	-38.530833	decimal degrees
