id	measurementType	measurementValue	measurementUnit
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video2_224	Relative cover	0.196	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video8_225	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video4_227	Relative cover	0.136	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video1_758	Relative cover	0.028	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video5_228	Relative cover	0.192	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video7_231	Relative cover	0.124	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video1_233	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video2_235	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video3_237	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video4_238	Relative cover	0.08	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video5_241	Relative cover	0.056	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video1_242	Relative cover	0.092	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video5_250	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video4_253	Relative cover	0.056	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem1_254	Relative cover	0.048	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem10_255	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem14_259	Relative cover	0.068	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem15_260	Relative cover	0.032	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem2_261	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem3_262	Relative cover	0.04	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem5_264	Relative cover	0.032	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem8_267	Relative cover	0.032	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem9_268	Relative cover	0.036	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem10_270	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_FIlmagem12_272	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem14_274	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_FIlmagem15_275	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem8_281	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem9_282	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_dagua_saco_dagua_2011_Filmagem1_283	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_dagua_saco_dagua_2011_Filmagem10_284	Relative cover	0.028	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_dagua_saco_dagua_2011_Filmagem12_286	Relative cover	0.052	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_dagua_saco_dagua_2011_Filmagem13_287	Relative cover	0.14	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_dagua_saco_dagua_2011_Filmagem14_288	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_dagua_saco_dagua_2011_Filmagem3_290	Relative cover	0.028	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_dagua_saco_dagua_2011_Filmagem4_291	Relative cover	0.04	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_dagua_saco_dagua_2011_Filmagem6_293	Relative cover	0.036	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_dagua_saco_dagua_2011_Filmagem7_294	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_dagua_saco_dagua_2011_Filmagem8_295	Relative cover	0.036	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_dagua_saco_dagua_2011_Filmagem9_296	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_dagua_saco_dagua_2011_Filmagem1_297	Relative cover	0.052	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_dagua_saco_dagua_2011_Filmagem10_298	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_dagua_saco_dagua_2011_Filmagem2_299	Relative cover	0.24	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_dagua_saco_dagua_2011_Filmagem3_300	Relative cover	0.2	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_dagua_saco_dagua_2011_Filmagem4_301	Relative cover	0.028	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_dagua_saco_dagua_2011_Filmagem5_302	Relative cover	0.02	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_dagua_saco_dagua_2011_Filmagem6_303	Relative cover	0.176	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_xavier_ponta_sul_xavier_ponta_sul_2011_Filmagem1_307	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_xavier_ponta_sul_xavier_ponta_sul_2011_Filmagem2_308	Relative cover	0.04	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_xavier_ponta_sul_xavier_ponta_sul_2011_Filmagem3_309	Relative cover	0.068	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_xavier_ponta_sul_xavier_ponta_sul_2011_Filmagem4_310	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_xavier_ponta_sul_xavier_ponta_sul_2011_Filmagem5_311	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_xavier_ponta_sul_xavier_ponta_sul_2011_Filmagem2_314	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_xavier_ponta_sul_xavier_ponta_sul_2011_Filmagem5_317	Relative cover	0.032	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_xavier_ponta_sul_xavier_ponta_sul_2011_Filmagem6_318	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_batente_das_agulhas_batente_das_agulhas_2013_Video1_321	Relative cover	0.052	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_batente_das_agulhas_batente_das_agulhas_2013_Video2_322	Relative cover	0.096	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_batente_das_agulhas_batente_das_agulhas_2013_Video4_323	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_maracajau_maracajau_2011_Video3_331	Relative cover	0.032	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_maracajau_maracajau_2011_Video1_332	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_maracajau_maracajau_2011_Video2_333	Relative cover	0.02	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_maracajau_maracajau_2011_Video1_339	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_parrachos_de_rio_do_fogo_parrachos_de_rio_do_fogo_2013_Video2_344	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_parrachos_de_rio_do_fogo_parrachos_de_rio_do_fogo_2013_Video3_345	Relative cover	0.188	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_parrachos_de_rio_do_fogo_parrachos_de_rio_do_fogo_2013_Video4_346	Relative cover	0.028	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_parrachos_de_rio_do_fogo_parrachos_de_rio_do_fogo_2013_Video7_347	Relative cover	0.052	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_parrachos_de_rio_do_fogo_parrachos_de_rio_do_fogo_2013_Video8_348	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_pedra_do_silva_pedra_do_silva_2013_Video1_349	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_pedra_do_silva_pedra_do_silva_2013_Video3_351	Relative cover	0.18	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_pedra_do_silva_pedra_do_silva_2013_Video4_352	Relative cover	0.032	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_pedra_do_silva_pedra_do_silva_2013_Video5_353	Relative cover	0.056	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_pedra_do_silva_pedra_do_silva_2013_Video6_354	Relative cover	0.04	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_pedra_do_silva_pedra_do_silva_2013_Video8_356	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_pedra_do_silva_pedra_do_silva_2013_Video11_359	Relative cover	0.1	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_363	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_368	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_371	Relative cover	0.072	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_372	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_373	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_374	Relative cover	0.02	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video3_375	Relative cover	0.18	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_376	Relative cover	0.02	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_VIdeo2_377	Relative cover	0.088	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_378	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_379	Relative cover	0.048	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_380	Relative cover	0.06	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_381	Relative cover	0.06	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_382	Relative cover	0.056	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_383	Relative cover	0.032	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_384	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_385	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_386	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_387	Relative cover	0.02	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_388	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_389	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video4_390	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_391	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_393	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_394	Relative cover	0.01	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_395	Relative cover	0.032	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_396	Relative cover	0.06	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_397	Relative cover	0.032	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_398	Relative cover	0.052	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_400	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_403	Relative cover	0.04	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_404	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video4_405	Relative cover	0.028	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_406	Relative cover	0.056	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video4_407	Relative cover	0.048	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video5_408	Relative cover	0.08	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video6_409	Relative cover	0.212	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video1_410	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video2_411	Relative cover	0.044	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video3_412	Relative cover	0.04	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video1_413	Relative cover	0.032	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video3_415	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video2_417	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video3_418	Relative cover	0.005	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video4_419	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video5_420	Relative cover	0.168	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video6_421	Relative cover	0.064	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video4_422	Relative cover	0.116	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video5_423	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video6_424	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video4_425	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video5_426	Relative cover	0.132	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video6_427	Relative cover	0.06	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video4_428	Relative cover	0.033333333	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video5_429	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video6_430	Relative cover	0.044	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video4_431	Relative cover	0.084	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video5_432	Relative cover	0.064	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video2_434	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video3_435	Relative cover	0.028	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video1_436	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video2_437	Relative cover	0.096	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video3_438	Relative cover	0.04	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video1_439	Relative cover	0.064	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video2_444	Relative cover	0.02	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video6_451	Relative cover	0.052	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video6_456	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video2_458	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video1_460	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video2_461	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video3_462	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video5_466	Relative cover	0.02	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video3_470	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video6_471	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video2_472	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video3_473	Relative cover	0.04	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video4_474	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video5_475	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video6_476	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video7_477	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video1_478	Relative cover	0.04	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video2_479	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video5_482	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_frades_frades_2012_Video1_485	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_frades_frades_2012_Video3_491	Relative cover	0.076	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_frades_frades_2012_Video4_492	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_frades_frades_2012_Video1_496	Relative cover	0.028	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_pedra_cardinal_pedra_cardinal_2012_Video4_503	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_poste_quatro_poste_quatro_2012_Video2_520	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_poste_quatro_poste_quatro_2012_Video1_528	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_ancoras_ancoras_2010_Video1_531	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_ancoras_ancoras_2010_Video4_534	Relative cover	0.032	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_ancoras_ancoras_2010_Video5_535	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_ancoras_ancoras_2010_Video5_540	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video2_546	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video3_547	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video5_549	Relative cover	0.028	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video3_553	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video1_556	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video1_560	Relative cover	0.062	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video2_561	Relative cover	0.036	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video1_562	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video2_563	Relative cover	0.01	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video1_564	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video2_565	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video4_567	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video5_568	Relative cover	0.006	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video4_572	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video1_574	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video2_575	Relative cover	0.028	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video3_576	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video1_577	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video2_578	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video3_579	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video1_580	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_piscina_das_rocas_piscina_das_rocas_2010_Video1_581	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_piscina_das_rocas_piscina_das_rocas_2010_Video2_582	Relative cover	0.426	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_piscina_das_rocas_piscina_das_rocas_2010_Video3_583	Relative cover	0.344	dimensionless
