id	measurementType	measurementValue	measurementUnit
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_370	Relative cover	0.252	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_371	Relative cover	0.136	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_372	Relative cover	0.276	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_373	Relative cover	0.332	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_374	Relative cover	0.376	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video3_375	Relative cover	0.364	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_376	Relative cover	0.196	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_VIdeo2_377	Relative cover	0.372	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video1_378	Relative cover	0.496	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ana_cristina_ana_cristina_2013_Video2_379	Relative cover	0.02	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_380	Relative cover	0.132	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_381	Relative cover	0.188	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_382	Relative cover	0.056	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_383	Relative cover	0.1	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_384	Relative cover	0.144	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_385	Relative cover	0.348	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_386	Relative cover	0.112	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_387	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_388	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_389	Relative cover	0.152	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video4_390	Relative cover	0.096	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_391	Relative cover	0.196	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_392	Relative cover	0.092	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_393	Relative cover	0.14	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_394	Relative cover	0.515	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_395	Relative cover	0.592	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_396	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_397	Relative cover	0.06	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_398	Relative cover	0.076	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_399	Relative cover	0.416	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_400	Relative cover	0.028	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video4_401	Relative cover	0.072	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video1_402	Relative cover	0.293333333	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video2_403	Relative cover	0.12	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_404	Relative cover	0.22	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video4_405	Relative cover	0.04	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video3_406	Relative cover	0.272	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video4_407	Relative cover	0.232	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video5_408	Relative cover	0.108	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_escalvada_escalvada_2014_Video6_409	Relative cover	0.172	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video1_410	Relative cover	0.02	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video2_411	Relative cover	0.072	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video3_412	Relative cover	0.08	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video1_413	Relative cover	0.036	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video2_414	Relative cover	0.08	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video3_415	Relative cover	0.064	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video1_416	Relative cover	0.04	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video2_417	Relative cover	0.06	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video3_418	Relative cover	0.145	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video4_419	Relative cover	0.02	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video4_422	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video6_427	Relative cover	0.144	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video4_428	Relative cover	0.113333333	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video5_429	Relative cover	0.104	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video6_430	Relative cover	0.028	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video4_431	Relative cover	0.052	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video5_432	Relative cover	0.112	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video2_434	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video3_435	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video2_437	Relative cover	0.112	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilhas_rasas_ilhas_rasas_2014_Video1_439	Relative cover	0.208	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video2_441	Relative cover	0.108	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video3_442	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video2_444	Relative cover	0.06	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video1_446	Relative cover	0.052	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video2_447	Relative cover	0.08	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video4_449	Relative cover	0.244	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video5_450	Relative cover	0.144	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video6_451	Relative cover	0.22	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video4_452	Relative cover	0.292	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video5_453	Relative cover	0.312	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video4_454	Relative cover	0.256	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video5_455	Relative cover	0.188	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video6_456	Relative cover	0.396	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video1_457	Relative cover	0.036	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video3_462	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video4_463	Relative cover	0.368	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video5_464	Relative cover	0.328	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video4_465	Relative cover	0.228	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video5_466	Relative cover	0.236	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video6_467	Relative cover	0.148	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video4_468	Relative cover	0.432	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_tres_ilhas_tres_ilhas_2014_Video5_469	Relative cover	0.508	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video3_470	Relative cover	0.036	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video6_471	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video3_473	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video4_474	Relative cover	0.02	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video5_475	Relative cover	0.036	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video7_477	Relative cover	0.132	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video1_478	Relative cover	0.08	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video2_479	Relative cover	0.172	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video5_482	Relative cover	0.044	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video6_483	Relative cover	0.228	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_farol_da_barra_farol_da_barra_2012_Video7_484	Relative cover	0.268	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_frades_frades_2012_Video1_490	Relative cover	0.02	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_pedra_cardinal_pedra_cardinal_2012_Video4_508	Relative cover	0.02	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video1_545	Relative cover	0.02	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video6_550	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video1_556	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video1_560	Relative cover	0.042	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_falsa_barreta_falsa_barreta_2012_Video2_561	Relative cover	0.028	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video3_566	Relative cover	0.08	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video4_567	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video5_568	Relative cover	0.08	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video3_571	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video4_572	Relative cover	0.094	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video5_573	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video1_574	Relative cover	0.092	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video2_575	Relative cover	0.226	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video3_576	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video1_577	Relative cover	0.276	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video2_578	Relative cover	0.232	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_podes_crer_podes_crer_2010_Video1_580	Relative cover	0.05	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_salao_salao_2010_Video1_605	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_633	Relative cover	0.028571429	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_635	Relative cover	0.033717835	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_636	Relative cover	0.017043478	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video1_637	Relative cover	0.024489796	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_cardeiros_cardeiros_2010_Video1_639	Relative cover	0.008888889	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video2_655	Relative cover	0.004081633	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video2_656	Relative cover	0.134331855	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_cardeiros_cardeiros_2010_Video2_666	Relative cover	0.004347826	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video3_671	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video4_683	Relative cover	0.15322449	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video4_685	Relative cover	0.09600043	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video4_686	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_cardeiros_cardeiros_2010_Video4_687	Relative cover	0.005128205	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_porcos_oeste_porcos_oeste_2010_Video4_690	Relative cover	0.008333333	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_porcos_oeste_porcos_oeste_2010_Video4_692	Relative cover	0.013043478	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_anequim_anequim_2010_Video5_696	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_porcos_oeste_porcos_oeste_2010_Video5_702	Relative cover	0.004081633	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_porcos_oeste_porcos_oeste_2010_Video5_703	Relative cover	0.035375494	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_barra_da_gale_barra_da_gale_2012_Video3_706	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_barra_da_gale_barra_da_gale_2012_Video7_710	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_gales_gales_2012_Video2_720	Relative cover	0.056	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_gales_gales_2012_Video4_728	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_gales_gales_2012_Video2_731	Relative cover	0.044	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_gales_gales_2012_Video3_732	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_gales_gales_2012_Video4_733	Relative cover	0.052	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_taocas_taocas_2012_Video1_734	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_taocas_taocas_2012_Video6_738	Relative cover	0.256	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_taocas_taocas_2012_Video1_741	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_taocas_taocas_2012_Video2_742	Relative cover	0.156	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_taocas_taocas_2012_Video4_744	Relative cover	0.036	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_taocas_taocas_2012_Video5_745	Relative cover	0.092	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_taocas_taocas_2012_Video6_746	Relative cover	0.028	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_cagarras_cagarras_2011_Video3_6	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_cagarras_cagarras_2011_Video3_11	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_cagarras_cagarras_2011_Video2_15	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_cagarras_cagarras_2011_Video1_22	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_cagarras_cagarras_2011_Video3_24	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_cagarras_cagarras_2011_Video5_26	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_cagarras_cagarras_2011_Video7_28	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video1_32	Relative cover	0.096	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video2_33	Relative cover	0.028	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video4_34	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video5_764	Relative cover	0.02	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video1_765	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Video3_36	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_VIdeo4_37	Relative cover	0.02	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_conceicao_conceicao_2011_Filmagem1_38	Relative cover	0.028	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video1_56	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_sueste_sueste_2011_Video4_750	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video17_70	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video23_71	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video25_73	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video5_75	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_chapeirao_chapeirao_2010_Video9_79	Relative cover	0.028	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_norte_portinho_norte_2010_Video14_86	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_norte_portinho_norte_2010_Video15_87	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_norte_portinho_norte_2010_Video2_88	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_siriba_siriba_2011_Video12_98	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_siriba_siriba_2011_Video13_99	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_siriba_siriba_2011_Video14_100	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_siriba_siriba_2011_Video15_101	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_siriba_siriba_2011_Video2_103	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_siriba_siriba_2011_Video9_109	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_calheta_calheta_2012_Video4_113	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_calheta_calheta_2012_Video13_122	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_calheta_calheta_2012_Video32_125	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianOceanicIslands_calheta_calheta_2012_Video33_126	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilha_das_cabras_ilha_das_cabras_2010_Video1_164	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilha_das_cabras_ilha_das_cabras_2010_Video2_165	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilha_das_cabras_ilha_das_cabras_2010_Video2_167	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilha_das_cabras_ilha_das_cabras_2010_Video1_172	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilha_das_cabras_ilha_das_cabras_2010_Video3_176	Relative cover	0.02	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilha_das_cabras_ilha_das_cabras_2010_Video1_179	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilha_das_cabras_ilha_das_cabras_2010_Video2_182	Relative cover	0.016	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilha_das_cabras_ilha_das_cabras_2010_Video3_183	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilha_das_cabras_ilha_das_cabras_2010_Video4_184	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilha_das_cabras_ilha_das_cabras_2010_Video2_186	Relative cover	0.008	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilha_das_cabras_ilha_das_cabras_2010_Video3_187	Relative cover	0.02	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_ilha_das_cabras_ilha_das_cabras_2010_Video4_188	Relative cover	0.024	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_portinho_sudoeste_portinho_sudoeste_2010_Video3_205	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video1_211	Relative cover	0.02	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video3_215	Relative cover	0.012	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video4_218	Relative cover	0.056	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video5_219	Relative cover	0.004	dimensionless
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_diogo_saco_do_diogo_2010_Video5_220	Relative cover	0.004	dimensionless
