id	language	bibliographicCitation	basisOfRecord	occurrenceID	recordedBy	organismQuantityType	occurrenceStatus	eventID	verbatimIdentification	scientificNameID	kingdom	phylum	class	order	family	genus	taxonRank
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video3_237	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video3_occ237	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video3_237	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video4_238	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video4_occ238	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video4_238	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video4_239	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video4_occ239	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video4_239	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video5_240	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video5_occ240	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video5_240	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video5_241	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video5_occ241	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video5_241	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video1_242	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video1_occ242	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video1_242	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video7_243	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video7_occ243	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video7_243	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video2_244	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video2_occ244	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video2_244	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video8_245	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video8_occ245	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video8_245	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video3_246	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video3_occ246	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video3_246	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video1_247	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video1_occ247	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video1_247	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video4_248	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video4_occ248	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video4_248	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video2_249	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video2_occ249	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video2_249	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video5_250	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video5_occ250	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video5_250	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video3_251	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video3_occ251	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video3_251	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video6_252	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video6_occ252	Luísa Fontoura	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video6_252	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video4_253	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhabela_saco_do_sombrio_2010_Video4_occ253	Juan P Quimbayo	Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_saco_do_sombrio_saco_do_sombrio_2010_Video4_253	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem1_254	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhasc_norte_deserta_norte_2011_Filmagem1_occ254		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem1_254	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem10_255	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhasc_norte_deserta_norte_2011_Filmagem10_occ255		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem10_255	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem11_256	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhasc_norte_deserta_norte_2011_Filmagem11_occ256		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem11_256	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem12_257	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhasc_norte_deserta_norte_2011_Filmagem12_occ257		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem12_257	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem13_258	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhasc_norte_deserta_norte_2011_Filmagem13_occ258		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem13_258	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem14_259	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhasc_norte_deserta_norte_2011_Filmagem14_occ259		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem14_259	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem15_260	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhasc_norte_deserta_norte_2011_Filmagem15_occ260		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem15_260	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem2_261	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhasc_norte_deserta_norte_2011_Filmagem2_occ261		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem2_261	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem3_262	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhasc_norte_deserta_norte_2011_Filmagem3_occ262		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem3_262	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem4_263	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhasc_norte_deserta_norte_2011_Filmagem4_occ263		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem4_263	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem5_264	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhasc_norte_deserta_norte_2011_Filmagem5_occ264		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem5_264	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem6_265	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhasc_norte_deserta_norte_2011_Filmagem6_occ265		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem6_265	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem7_266	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhasc_norte_deserta_norte_2011_Filmagem7_occ266		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem7_266	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem8_267	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhasc_norte_deserta_norte_2011_Filmagem8_occ267		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem8_267	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem9_268	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhasc_norte_deserta_norte_2011_Filmagem9_occ268		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem9_268	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem1_269	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhasc_norte_deserta_norte_2011_Filmagem1_occ269		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem1_269	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem10_270	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhasc_norte_deserta_norte_2011_Filmagem10_occ270		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem10_270	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem11_271	en	Aued, Anaide Wrublevski et al. (2019), Data from: Large-scale patterns of benthic marine communities in the Brazilian Province, Dryad, Dataset, https://doi.org/10.5061/dryad.f5s90	HumanObservation	BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:ilhasc_norte_deserta_norte_2011_Filmagem11_occ271		Relative cover	presence	BR:ReefSYN:SISBIOTA-MAR::BrazilianCoast_deserta_norte_deserta_norte_2011_Filmagem11_271	calcareous.turf	urn:lsid:marinespecies.org:taxname:15308	Plantae	Rhodophyta	Florideophyceae	Corallinales	NA	NA	Order
